	name	mapID	1	1#1	1#10	1#11	1#2	1#3	1#4	1#5	1#6	1#7	1#8	1#9	10#1	11	11#1	11#2	11#3	11#4	11#5	11#6	11#7	11#8	12	13#1	13#2	13#3	13#4	13#5	13#6	13#7	13#8	14	14#1	14#10	14#2	14#3	14#4	14#5	14#6	14#7	14#8	14#9	15	15#1	15#2	15#3	15#4	15#5	15#6	15#7	15#8	16	16#1	16#10	16#11	16#12	16#2	16#3	16#4	16#5	16#6	16#7	16#8	16#9	17	17#1	17#2	17#3	17#4	17#5	18	19	19#1	19#2	19#3	19#4	2#1	2#10	2#11	2#12	2#13	2#2	2#3	2#4	2#5	2#6	2#7	2#8	2#9	20	20#1	20#2	20#3	20#4	20#5	20#6	20#7	20#8	20#9	21#1	21#2	21#4	22	22#1	22#2	22#3	22#4	22#5	22#6	23	23#1	23#2	23#3	23#4	23#5	23#6	24	24#1	24#2	24#3	25	25#1	25#2	25#3	25#4	25#5	25#6	25#7	25#8	25#9	3	3#1	3#2	3#3	3#4	3#5	4	4#1	4#10	4#11	4#12	4#13	4#14	4#15	4#16	4#17	4#18	4#2	4#3	4#4	4#5	4#6	4#7	4#8	4#9	5	5#1	5#2	5#3	5#4	6	6#1	6#2	6#3	6#4	7	7#1	7#2	7#3	8	8#1	8#2	8#3	8#4	8#5	9#1#1	name
10	dd8d3b9665536d6e05b29c2648c0e69a	11	332			581	664		83	1826			1909			2158	415	830	581	4316	498	2158	498	9545					5976	166	166		1162	83		166		83			83				2822		664	1992	166		2739	996		2656	166	4399	3071	830		581	4814		83			249	498		2656	166	332	2241		21663	498	498	6059	747		664	166	664		1079	83	166	415	166	498			4482	6142	1162		1245	1162	249	3320	11537		83			581	83	581	913	830	332		415			166	83	332		415	5478	2324		913	83		415	83		249	332	996	2656		3818	83	83		83	2075	166	747	996		581	581		166	581	1328	747	415		249	166	166		498	83	166		415		1826	83			166	3154		166		249	83	2988	1245	2324			87285a66236346350541b8815c5fae94
11	74c1c25f4b283fa74a5514307b0d0278	12	83	83	83	83	83			498	83		249			1494		166	415	2988	83	1494	332	2075	83				498								83	83			83				747	166	664	1577	249		664	332		830		415	415	830	83	166	1909		83				249		747		166	498		10707	664	166	1577	747	166	83		415	415	83	83	83	249	332	332			2075	1743	498		1162	166		3154	2739					83		166		166	166			83				415		166	747	332	83	249							415		581		3486		83			830	249	249	83			83		83	249	249	332			83		166		249		498		83		1328	83	83		83	2490						83	83	332			44c097b7bd219d104050abbafe51bd49
12	4b7f6f4e2bf237b6cc58f57142bea5c0	13	249		166	332		83		415	166		249	83		1245		332	415	3569	83	498	581	5063					1411	166	166			83			83	83			166				332		498	581	249		415			166		1245	830	415		249	1245				83				747		83	415	83	14442	1494	249	2739	747		498	83	249	83	498	249		83	83				1328	3486	498		1162	913	83	1909	1660			83		249	166	249		498			166	83						581	2407	1162		166					83		415	166	1411		3569					1411	83	166	249		249	166			249	332	249	249		332				166		83		83		1079	166				2075						1079		747			52e56004d92b8c74d53e1e42699cba6f
13	2920ece99323b4c111d6f9affc7ea034	14	166							83	83					249		166		415		332	83	2324					1577							83					166		83		996		498	913			415	166	166	249		83	747	1328		166	1245						83		83			166		9711	581	83	1245	664		332		498	83	498			249	83	166			249	1079	498		83			249	415					249			249	332	83							83		664	2407	581		249							249		332		3403					664		83	83	83	83				83	332	166	166										249	249	166		83			2988						166	166	332			f47f35242ed40655814bc086d7514046
14	d5cb17978de290c56e84c9cf97e63186	15	332	83	83	1162	415		166	2573			913			3237	498	1826	1826	6640	249	4067	996	11786	83				2822	415	332		415	581		249	83	83			415	1328	83	996	1245		830	2407			747	332		1494		3403	1328	2656	166		2075				332		498		2158	83	332	2075		21995	1328	249	4648	1245		747		830	166	1743	83		332	166	166			11122	4482	1328		3071	913	249	7553	17596			83		830	166	498	249	664	166		83	83		332	83	415		581	5063	1079		747						83	166	747	1743		3071		249			2739	166	664	332		581	1162		249	1079	996	664	332		913	166	415	166	415		664		498		2822	581	249		83	4565		166				1577	249	1162	83		b26a240205c852804ff8758628c0a86a
15	307afa4120c590b3a46cf4ff5415608a	16	332	83		664	249	83		1079			747	83		1162	83		83	3071	83	1079	249	3320					2075					83				83			166				332		249	1494	83		498	83		1743		249	747	498	83	83	2490						249		1079		83	664		10458	1162		2324	249	166	498	83	332	83	415			83		249			3652	2324	332		2158	747	83	4150	5312			83		498		498		415	249				83				83	249	2988	415	83	166						83	581	249	1079		2075		83			913	332	83	498	83	664	332		166		664	332	166		415	166		83	249		498				2241	83	83			2241						664	166	664			307afa4120c590b3a46cf4ff5415608a
16	a814069db8d32f0fa6e188f41059c6e1	17				1162	498		83	664			1079	83		3071	249	1079	1660	15106	249	4648	1411	11122					3320	83	83			166			83	166			166	83			747		249	747	83		249	166		166		830	1743	415		83	1660				83		83		1992		166	498		5229	166	249	830	249		415		3403	2075	581	332			1328	166			1245	3071	498		1079	498	83	913	3569			83		498		498		249		83	83					83		249	2490	166		249							332	83	1079		1992					664	83	249	415	83	415	332		83	83	996	581	332		415	83		83	83		747		332		6225	166	830			1328						913	166	83			1cbfbdd079ef93e74405c53fcfff8567
17	2350be163432e42270d2670cb3c02f80	18						83	83				166			249		83				249		415					415				166	664		166		83	581			4067			166		249	249								332					249		83											415	166		83	83				83										166	83	83						83		83	498																	830			83							83		166		1577					249									83	249						83						83		83					166				83							d5cb17978de290c56e84c9cf97e63186
18	a5609739c6b5c2719a3752327c5e33a7	19	996	83		1245	1577	249	166	4648	166		2075			2822	996	913	747	9794	498	3569	747	10209					5976	166	83		83	83		249	83	83			166	166	83		2407	83	1328	3071	332		2739	1245		3984	249	2241	2241	913		415	4067				83		664		3154	83	581	3403		21580	1245	332	6972	913	166	498	83	1577		2241		83	332	83	581			11288	3569	1162		4067	1826	166	16766	31706					2158	332	913	830	1162	664	83	166	249	166	166	83	830		415	7138	996		1079			83		83	83	830	913	3486	83	3071		249			3071	332	498	830	83	1660	996		166	249	1079	913	581		581		166	498	415		747		581	83	5727	332	83		83	3403				249	415	1494	1992	1909			3a43dcdff3c0b66b1acb1644ff055f9d
19	91690261186ae5bee8f83808ea1e4a01	20	332						83	664	249					166		332		332		166	249	2573					581	83				83			166	249							498	166	664	1328	498		664	166		830		415	1162	1079		249	1992								415		83			9213	830	249	1328	747	83	332		581		830			166	249	166			1162	830	498		830	332		1909	1826			830		83		332	83	332	83		83					166		415	1079	249		249					166		664		664		3071		83			747	83	166			83	332		166	581	1079	415	83		166					166	415		166	83	664		83			2158	83					332	166	332			f9280c5dab6910ed44e518248048b9fe
20	364bf755f9b270f0f9141d1a61de43ee	21	249							249	83			83				83		166		83		664					83									83							332		249	498			166			249				581		249	415								83			166		2573	83	83				166												83	581	83			83		332	332			581		166				166			83					83		83	249			332							166		581		3154					498	83			166		83			83	249					83									166					1079						83		166			7f84bdfc2b6d4541e1f6c0a3349e0251
21	87285a66236346350541b8815c5fae94	22	83			83				498	581		83			166			83	913		581	249	1826					166	332	498		83	83		83		249			83				664		1079	1909	83		830	166		332		166		664	83	249	415	166			415		83		747	83	166	415		7553	747	166	1162			498		83		664		83	83	83	249			830	913	581		1328	664		3237	2573		83	83		415		332		664	83										249			83							415		581		2656		166			581	83	166				415		415	332	913	249			83	83		166	249					83	581	83				830		249				249	166	415	83		74ec84f1cf75cf89ae176c8c6ceec5ba
22	4725c39a5e5f4c188d382da3910b3f3f	23	747	332		996	747	166	83	3486	249	249	830	415		3486	2407	2158	2407	11371	332	5063	1079	11205					4731	166	166		415	664		166					498	2905	332	166	1494	83	1245	2656			1577	83		249		3901	4233	1826		166	2988				166		415	166	2324	83	498	2075		7968	415	249	2905	332	83	664		2739	996	4980	332		249	664	249			5312	2822	1162		2324	996	83	3071	16600			249		498	166	913	83	581	249			166		166		249			4648	1328		415		83			166	166	830	581	1245		3154		83			1992	166	415	581		498	581		166	996	1411	913	581		996		415	332	415		1494		830		8134	498	166		83	3320				166		1411	747	996			b702e920dcd2765e624dc1ce3a770512
23	38d5ad2d22b61109fd8e7b43cd0e8901	24	83	83		166	249	83		581	83		166			249				747		498		2324					1743	83	166			83				166			332				664		1245	1162			415	249		1577		166	83	332		249	747								415			747		10624	415	415	1992	332	83	249	83	166		166		83	332	83	166			913	996	415		1328	332	166	3818	3901		83			249		332	83	249			83					249			1245	249		332							249	83	747		2739		332			415	166				249	249		83	83	581	83	83		166			166	83		166		83		581					2822		83				332	83	415			08232402614a9b48895cc3d0aeb0e9f2
24	3a43dcdff3c0b66b1acb1644ff055f9d	25	83			332	166	166	83	1411	166	83	415	83		332	83	249		2158	83	747	83	3818					1079	332	83			664		83					830	2407			1079		332	1494			249	166		1162		913		996	166	332	830				83		249		913			498		10790	1245	166	2241	83		249	83	332		332	83	83	249	83	166			1162	1826	415		1826	415		3569	6640		83	166		249		332		83	166			83		83					664	249		498		83			166		664	83	664		3569		83			166			83		249	581		166	1162	415	249			249		166	83			498		83	83	830				83	2158						415		415			825c426141df01d38c1b9e9c5330bdac
25	52e56004d92b8c74d53e1e42699cba6f	26	581	83	83	498	498	249	83	2407			1411	83		2739	83	747	1328	3818	249	2158	581	7221					2407								83	83			83				1494	83	581	1162	83		581	581		2158	83	1577		166		332	332						249		1328			1328		20584	2241	332	3901	332		747		249		1162			498	996	581		83	10458	4233	830		2407	498	249	7304	12118					3735	415	1577	5395	2490	1328		83	83		166			83	166	2075	747		664					83	249	1079		1992		2241		166			1411	166	166	415			498		83	415	249	2490	249		332	166		249	498		498		83		3569	166	498		83	2158						1328	249	1328			c4ec24e0a58ebedaa1661e5c09e47bb5
26	fc34648599753c9e74ab238e9a4a07ad	27	2075	166	249	1909	1328	249	166	7304		83	3154			13529	332	3569	5561	32785	1577	12865	2905	31374					11039		498		1162	83		83		249			498		83		2324		1328	2656	83	83	1494	498		5146		7968	5644	1162		166	4731		83				2324		8798	249	2822	6557		52290	2739	166	16517	3071	83	1577	166	4980	2241	4980	498	249	415	747	747			17596	10043	3818		6972	2573		6889	39010			83		2490	747	1245	166	1245	498	166	498	332		498		249		664	38678	4648	581	1494		166	249			83	1162	830	5063	83	3818	166	83			5644	415	1577	2075		2158	2656		332	1826	1909	2324	1162	83	3486	581	498	332	2241	249	3652		1909	83	9130	1079	996	415	664	5810		83		83	83	5810	664	2573			1afd7afbc81ecc1b13886a569d869e8a
27	2407d482f0ffa22a947068f2551fe62c	28					83	83		498	249		166			249	4067	996	166	664	83	83	415	3071					332					581							581	1660			83		83	166	83			83				664	166	332			498						83		83			166		1660			166			83		83	83	249	83	83						415	498						332	1660			581														166			830										83		166		1909					332			249		166				332	166	166	166				83				166		166		1494	83	83		83	498		83				166		166			4f4041f7db0c7f69892d9b74c1a7efa1
28	52a4e8aaa12f70020e889aed8fd5ddbc	29	1743	332	249	830	913	249	332	8134			3569			8964	581	4814	6308	31955	1494	10790	1743	24236					15438	166	166		1245	166		581	166	498			166				3154	83	1328	3652	83		3237	1743		7221	83	13778	7885	1162			4316					249	1660		7221	249	2158	8632	83	29133	664	83	10209	664	415	1494	332	4316	581	5976	83	498	332	415	249	249		12865	6474	4316	3	4731	4233	415	9047	30627		249			2075	747	2241	747	830	498		332	166	332	415		581	166	1245	57422	6391	83	1909	83	249	830		83	166	1660	1162	4316		2075	83				7304	498	2988	2739		5644	2407		166	1826	1079	1743	1577	83	3320	664	332	415	2241	415	2407		2656	83	5644	415	83	1494	415	7553				332	166	4150	1909	3403		14	2407d482f0ffa22a947068f2551fe62c
29	825c426141df01d38c1b9e9c5330bdac	30	498		83	664	83	83	83	2241			1245	166		3901	415	913	332	8881	166	3071	415	8300					5395				664	1743		83	83	166			913	3071	83		1577		830	2407	166		1079	498		2822		4897	5810	1826	166	332	3901					249	166		2324	83	83	2407		45401	2075	249	8217	3071	166	913	83	1577		1328			498	415	249			5893	4067	1494		3486	1577	249	5976	15604		166	83		2158	498	996	1245	1411	498	166	415			415		332	83	332	11039	1909	166	498	83		83				1245	498	2158		3237		249			3320	415	1162	996		747	1162		166	830	1162	1162			1743	332	415	166	249	166	913		83	166	3237	332	166		332	5976					83	2324	1079	1328	83		91690261186ae5bee8f83808ea1e4a01
30	2301bc920194c95cf0c7486e5675243c	31	2490			1328	498	166	83	6557			2490	166		6225	2075	3071	2573	19090	581	5229	1245	17347					17845		415		1577	2407			83	415		83	2075	5312	249	415	3320		1411	5063	249		2490	1494	83	6723		9794	10043	1660	83	332	4150		83				830	249	5063	249	1162	5063		24651	415	498	8383	747		1494	249	1992	166	3237		83	747	830	498			12782	4897	6059		2822	4399	83	13363	21912		83	415		2988	166	1411	166	830	415		332	415		498	83	166	83	581	73953	2324	332	1494	83	83	473			166	1826	1245	4233	83	664	332	166			5478	664	2241	2158	249	1909	1909		498	2324	1494	2241	1328	166	3486	415	996	83	1411	415	1826		1743	83	7885	747	1328	249	415	8300				166	83	3652	1660	2241			2920ece99323b4c111d6f9affc7ea034
31	fff4e8465d1e12621bc361276b6217cf	32	1245	83		2324	913		83	5644	166		747			3984	664	2573	747	15189	498	4316	1162	21912					6640	249			83	83		166		166			166	166	83		3320		3071	6723	83		3735	996		8134	166	1577	249	415		498	1494				83		1162		5810	83	1494	5312		26892	1992	332	11703			1909	498	747	332	2739	166	166	249	747	83			24153	5063	2075		5561	2573	664	8715	52124			166		1411	498	1660	830	1909	747		166		83	83	166	166	83	83	7553	1328		581		83	415		83	581	3486	1162	2988	83	1660	83				3403	166	1079	1743		1245	1826		166	664	581	1328	498	83	1245	332	332	249	581	83	1079		747		18841	415	581	166	166	4150				996	166	3403	1826	2656	664		f2c8c4bb99e6377d21de71275afd6cd2
32	52d7b69796362a8ed1691a6cc02ddde4	33	415			830	83			4067			1411			1992	166	249	249	7968		1245	415	9960					3984	166	332		166			166	166				664				1162		581	1743	166		1162	166		1079		581	3403	1494		83	1079				166		830		3984			1079		22825	3320	249	3735	581	83	830		747		913			249		83			5561	11537	1328		4565	3569		4067	13114					1411		747		996	83		166					166		83	2158	166		664							1162	83	4316		6640					2324	664	83	249	83	83	913		166	581	1079	2158	332		249	415			249		415		249		1079	83	166			2822		166		83		1328		415			52a4e8aaa12f70020e889aed8fd5ddbc
33	8bb37d24db1ad665e706c2655d9c4c72	34	747	249		1660	581		83	3652	166		1162	166		2656	332	581	1328	8632	332	2822	581	13031					6391				166	498			166	332			166	332	83		1494	83	2158	4233	249		1577	415		4814	83	1992	83	415	83	332							1162		3154	83	498	2822		13031	1909	249	6806	166	83	664		830	83	1660	83		332	332	581			19422	1494	1245		4399	1328	249	10043	24485			83		1245	332	664	166	415	249	83	332	83			83	83		249	5478	1328	83	1162			166	83		249	1245	913	2075		1079	83	166			2407	332	415	996		747	1079		249	747	664	249	498		1494	581	249	415	664	83	747		166		9213	415	83			3984					166	2241	747	2075			bf44d327f0232325c6d5280926d7b37d
34	44c097b7bd219d104050abbafe51bd49	35	2739	498	498	3984	1909		83	8051	83		4814			17347	332	4731	8798	43243	1577	18426	3901	40836					36603	83	83		6474	332		498		415				166			3652		1743	2822	83		2573	1826	83	5478		8134	6474	3071		332	7221	166				249	1411	83	12201	83	3984	6225		52041	830	332	20418	3154	166	1577	166	12616	6640	5229	747	83	332	2241	664	83		26394	9296	4648		6889	3071	664	5893	44073	83				1162	1162	1660	83	913	83	166	747		166	415		581		2324	59179	2905	1245	1245	83	83				166	1411	1079	3984		1411	332	166			7387	830	2573	1494		1660	3154		415	1328	996	3486	1162		3320	415	249	415	1577	83	4648		2075		26145	3984	664	1660	83	6557				166		7553	1743	2075			90c5a34f06ac86aee0fd70e2adce7d8a
35	d05052b4bda7662a084f235e880f50fa	36	415	166	83	1162	581	166	249	2241		83	1411			9711		1494	3569	23821	166	10292	1660	14110					17098		83		2822			332						83			664		332	581			415	415		2988	83	3237	2739	2324		166	3403						913		4399		996	1577		14193			4482	1162		830	166	10292	3984	3984	664	83	332	1743	249			7968	5395	2739		2324	2241	166	2573	14940		83			415	166	332	83	83			415				83			996	52290	2490	1909	249							498	83	1992							1743	249	1743	747		2075	1577		166	581	498	996	664	83	830	83			415	83	2490	83	996		2324	332		166		2490						3403		581			364bf755f9b270f0f9141d1a61de43ee
36	b05379ac3f9b7d99370d443cfd5dcc28	37	83								83					83						83							4067				166																		83			498		83	415	1328		83	332													6308	332		1494															83		83					166	83																			83	332														332						83								83		83							83											747		83				249					c9f855e3e13480aad0af64b418e810c3
37	4f8d81b5c31af5d1ba579a65ddc8a5cb	38	996	83	83	2324	498	249	83	11122	83	83	2324			7885	332	664	996	19588	249	4814	1992	23655					6889	83	249		664					747			498		166		2324	83	913	3154	581		1992	1245	166	7387	83	3486	3984	1909		581	3652				166	249	1743		9628		830	3818		54863	4980	249	15272	1328		2656		1411	83	2241	83	249	747	332	332			34362	13363	3071		7802	2822	498	11205	47808					6557	664	2407	1660	3735	1577	166	747	166		166		581	166	498	13695	1660		1245		332				249	1577	996	5063	166	4150	83	83		83	7636	581	1743	913		996	2573		83	2158	1494	4648	332		1909	664	332	415	1660		664		996		12035	1494	1162	83	83	6391		249			249	3818	996	2490			ca064c2682ca48c6a21de012e87c0df5
38	693a21b16653871bbd455403da5412b4	39			83	581	166	83		249	83		166	83		2905	166		415	2822	83	1328	249	6889					1826	166	166			166		83		83			83		166		664		498	332			498	664		498		664	166	1162		166	830				166		332		1162		83	332		12367	830	996	1743	166	83	415		1245	581	166	249			415	166			1577	3403	664		1909	581	83	1079	6059					415		83		415	415	83		83						166	830	166		166							332		913		1992		166			249	83	83	83			664		83	249	166	2158			249	83		332	249		1743		83		2324					2075						664	83	415			8bb37d24db1ad665e706c2655d9c4c72
39	73ff8ef735e1d68f0cdcbb84d788f2b6	40	83		249		83			166	249		166	249		83				249	83			1162					166					249		83					332				415		415	332			83			498		166	332	913		249	498								166			83		6640	913	83	1079	166		83				83			83					332	913	664		83	249		332	830		83	581						498	249		166			83		83			249		83	83							249		249		2324					166	83		83	332				83	83	166	664					249				415		83		415				166	1079						166		332			49ac89aa860c27e26c0836cb8dab2df2
40	f9280c5dab6910ed44e518248048b9fe	41	913	83	332	415	249	83	83	581	166	166	747			1411	747	249	664	3154	166	1826	166	3818					1660	166	166		166	830		249		83			83	249	83	166	1162		913	1079			996	249		3071		996	332	581		249	1162				332		249	83	830		166	664		9213	996	249	2075	166		332		249				83	166	166	166			4399	1245	581		1577	415		5644	11039					249		166		166								166			913	83	83	498						83	747	664	1245		1577		83			996	83	166	83		83	332		166	166	166	498	83		415		249	166	166		166			83	1909	249	166		83	2324						747	166	913			de092beab9305613aca8f79d7d7224e7
41	ca064c2682ca48c6a21de012e87c0df5	42	415		83	83	166	83		747	83		1162			498	166	83	249	664		166	332	2905					664							166	83								581		166	1245	83		249	498		1162		415	664	581		332	1494						83		332		83	332		5063	913	83	1494			166		415		249			498	83	332			1826	1079	415		913	249		2075	1743	83		83		332		332		83	415					83		249		166	2075	249		332							332		996		2905					581	83		166		249	83		83	166	1079	249			83			249	166		166		83		1245	166	166			1494						166	166	498			d524868ce69cb9db10fc5af177fb9423
42	08f5b445ec6b29deba62e6fd8b0325a6	43	249		83		83			498	83	83	249			747				913		166	83	2407					83					249		83						166			332		498	664			166			415		166		664		249	664						83		664		83	249		10541	1328	415	1577	249		498		166		83			166	83				1328	3735	415		747	249		2075	1245		83	83		83		415		415	83							249			166	83		249							166		913		3901				83	498	249		249			83		83	249	249	415				83					83	83	332	249	498					1577		83				166	83	83			cb6041cc08444746caf6039d8b9e43cb
43	8316146a6f78cc6d9f113f0390859417	44	415			1079	747	166	83	2407			1079			3320	166	664	913	7968	166	2822	581	11205					6308	249	249		830	83		249		249							1577		1577	1660	166		664	166	83	3237	83	4980	332	747		498	2075					332	913		3320		332	2407	83	39093	1411	581	9711	1162	166	1079	83	581		1494	166	83	332	498	166			12035	7055	1411		3652	1079	249	4814	20418		166			1079	332	747	415	996	249			83		249		166	83	1162	6474	3320	83	498							1162	166	2241		5644					3486	83	664	664		1245	1411		498	581	996	1577	166		1328	581	83	249	581		1079		747		3652	664	166	83	166	4150				83	83	3403	1079	2656			a5609739c6b5c2719a3752327c5e33a7
44	c9f855e3e13480aad0af64b418e810c3	45	415			1660	166	83	83	3818		83	664			4316		166	249	7055		1660	498	12865					4399	83	83						249						83		1743		1245	2573	166		1245	830	83	4150	83	1328	332	1577		664	2324						332		1826			1909		44239	3154	747	11205	332		913	83	83		913	83		581	83	166			15189	8632	1328		4316	1328	83	15853	11620	83	166			7387	166	2490	9047	4482	3652	83	166			83		415		83	2573	664	83	830		83	249			166	996	415	2407		4648	83	166			3984	332	415	747		83	1245		415	913	664	6474	83		498	415	249	415	415	83	332		83		4648	498	83			2573	83			166		2490	913	1577	83		dd8d3b9665536d6e05b29c2648c0e69a
45	1afd7afbc81ecc1b13886a569d869e8a	46	166	83		249	83			415			332							1411		166	83	3984					664	415	83			83			83	332			415				1245	83	498	2158	249		415	581		2490		249	83	2075	83	830	1577		83		166				1079			415		20252	1743	996	2324	332		249				249			498	166	83			2241	4648	581		581	830		5478	3320		83	83		747		249	83	996	1328		83					166		83	332	83		581							1079	166	1245		2573					913	166	166	83			415		249	249	1245	1162			249		166	249	83		83				830		166			5229		249				498	83	747			825a21aa308dea206adb49c4b77c7805
46	3e12208dd0be281c92a6ab57d9a6fb32	47	332	83	83	415	332			913	415	83	415			1411	83	249	83	3569	249	1245	249	3486					2241	83	83			83				249			249				1162	166	747	1411			498	415	83	2324		581		747	249	249	1162				166		332		747		249	1162		15272	2822	166	4150	332	83	747	166	498		1411	83	83	249	83	83			4067	2656	1079		1411	664	166	3154	7221		83	83		1079		498	166	581	166		83	166			166	332		83	1992	415		332							498	83	581		3071	83	83			1494	166	332	332		747	415		332	830	415	664	249		498		83	166	249		249		332		1328	83			83	2656		83				830	166	913			4f8d81b5c31af5d1ba579a65ddc8a5cb
